table_schema,table_name,indexname,indexdef
sch_convenios,tm_tipos_convenios,pk_tipo_convenios_id,CREATE UNIQUE INDEX pk_tipo_convenios_id ON sch_convenios.tm_tipos_convenios USING btree (id)
sch_convenios,tm_tipos_galenos,pk_tipo_galeno_id,CREATE UNIQUE INDEX pk_tipo_galeno_id ON sch_convenios.tm_tipos_galenos USING btree (id)
sch_convenios,tm_tipos_homologacion,pk_tipos_homologacion_id,CREATE UNIQUE INDEX pk_tipos_homologacion_id ON sch_convenios.tm_tipos_homologacion USING btree (id)
sch_convenios,tm_tipos_inclusiones,pk_tipos_inclusiones_id,CREATE UNIQUE INDEX pk_tipos_inclusiones_id ON sch_convenios.tm_tipos_inclusiones USING btree (id)
sch_convenios,tm_tipos_normas_documentos,pk_tipos_normas_documentos_id,CREATE UNIQUE INDEX pk_tipos_normas_documentos_id ON sch_convenios.tm_tipos_normas_documentos USING btree (id)
sch_convenios,tm_tipos_valorizaciones,pk_tipo_valorizacion_id,CREATE UNIQUE INDEX pk_tipo_valorizacion_id ON sch_convenios.tm_tipos_valorizaciones USING btree (id)
sch_facturador,failed_jobs,failed_jobs_pkey,CREATE UNIQUE INDEX failed_jobs_pkey ON sch_facturador.failed_jobs USING btree (id)
sch_facturador,jobs,jobs_pkey,CREATE UNIQUE INDEX jobs_pkey ON sch_facturador.jobs USING btree (id)
sch_facturador,t_acciones_pendientes,pk_acciones_pendientes_id,CREATE UNIQUE INDEX pk_acciones_pendientes_id ON sch_facturador.t_acciones_pendientes USING btree (id)
sch_facturador,t_clasificaciones_valores_prestaciones,pk_clasificaciones_valores_prestaciones_id,CREATE UNIQUE INDEX pk_clasificaciones_valores_prestaciones_id ON sch_facturador.t_clasificaciones_valores_prestaciones USING btree (id)
sch_facturador,t_conceptos_facturables,pk_concepto_facturable_id,CREATE UNIQUE INDEX pk_concepto_facturable_id ON sch_facturador.t_conceptos_facturables USING btree (id)
sch_facturador,t_configuracion_procesos,pk_configuracion_procesos_id,CREATE UNIQUE INDEX pk_configuracion_procesos_id ON sch_facturador.t_configuracion_procesos USING btree (id)
sch_facturador,t_detalle_factura,pk_detalle_factura_id,CREATE UNIQUE INDEX pk_detalle_factura_id ON sch_facturador.t_detalle_factura USING btree (id)
sch_facturador,t_episodios_generales,idx_episodios_generales_id_estado_episodio,CREATE INDEX idx_episodios_generales_id_estado_episodio ON sch_facturador.t_episodios_generales USING btree (id_estado_episodio)
sch_facturador,t_episodios_generales,pk_episodios_generales_id,CREATE UNIQUE INDEX pk_episodios_generales_id ON sch_facturador.t_episodios_generales USING btree (id)
sch_facturador,t_episodios_generales_estados,pk_episodio_general_estado_id,CREATE UNIQUE INDEX pk_episodio_general_estado_id ON sch_facturador.t_episodios_generales_estados USING btree (id)
sch_facturador,t_episodios_homologados,pk_episodio_homologado_id,CREATE UNIQUE INDEX pk_episodio_homologado_id ON sch_facturador.t_episodios_homologados USING btree (id)
sch_facturador,t_episodios_procesados,pk_episodios_procesados_id,CREATE UNIQUE INDEX pk_episodios_procesados_id ON sch_facturador.t_episodios_procesados USING btree (id)
sch_facturador,t_exportacion_factura_job,pk_exportacion_factura_id,CREATE UNIQUE INDEX pk_exportacion_factura_id ON sch_facturador.t_exportacion_factura_job USING btree (id)
sch_facturador,t_exportacion_pami_job,t_exportacion_pami_job_job_id_key,CREATE UNIQUE INDEX t_exportacion_pami_job_job_id_key ON sch_facturador.t_exportacion_pami_job USING btree (job_id)
sch_facturador,t_exportacion_pami_job,t_exportacion_pami_job_pkey,CREATE UNIQUE INDEX t_exportacion_pami_job_pkey ON sch_facturador.t_exportacion_pami_job USING btree (id)
sch_facturador,t_exportacion_pami_job_parametros,t_exportacion_pami_job_parametros_pkey,CREATE UNIQUE INDEX t_exportacion_pami_job_parametros_pkey ON sch_facturador.t_exportacion_pami_job_parametros USING btree (id)
sch_facturador,t_exportacion_pami_job_prestadores,t_exportacion_pami_job_prestadores_pkey,CREATE UNIQUE INDEX t_exportacion_pami_job_prestadores_pkey ON sch_facturador.t_exportacion_pami_job_prestadores USING btree (id)
sch_facturador,t_facturas,pk_factura_id,CREATE UNIQUE INDEX pk_factura_id ON sch_facturador.t_facturas USING btree (id)
sch_facturador,t_facturas_estado_factura,t_facturas_estado_factura_pkey,CREATE UNIQUE INDEX t_facturas_estado_factura_pkey ON sch_facturador.t_facturas_estado_factura USING btree (id)
sch_facturador,t_facturas_prefacturas,pk_factura_prefactura_id,CREATE UNIQUE INDEX pk_factura_prefactura_id ON sch_facturador.t_facturas_prefacturas USING btree (id)
sch_facturador,t_facturas_prestadores,pk_factura_prestador_id,CREATE UNIQUE INDEX pk_factura_prestador_id ON sch_facturador.t_facturas_prestadores USING btree (id)
sch_facturador,t_his_facturas,pk_his_facturas_id,CREATE UNIQUE INDEX pk_his_facturas_id ON sch_facturador.t_his_facturas USING btree (id)
sch_facturador,t_his_facturas_prefacturas,pk_his_facturas_prefacturas_id,CREATE UNIQUE INDEX pk_his_facturas_prefacturas_id ON sch_facturador.t_his_facturas_prefacturas USING btree (id)
sch_facturador,t_importacion_alfabeta_job,t_importacion_alfabeta_job_id_key,CREATE UNIQUE INDEX t_importacion_alfabeta_job_id_key ON sch_facturador.t_importacion_alfabeta_job USING btree (job_id)
sch_facturador,t_importacion_alfabeta_job,t_importacion_alfabeta_job_pkey,CREATE UNIQUE INDEX t_importacion_alfabeta_job_pkey ON sch_facturador.t_importacion_alfabeta_job USING btree (id)
sch_facturador,t_importacion_descartables_job,t_importacion_descartables_job_id_ukey,CREATE UNIQUE INDEX t_importacion_descartables_job_id_ukey ON sch_facturador.t_importacion_descartables_job USING btree (job_id)
sch_facturador,t_importacion_descartables_job,t_importacion_descartables_job_pkey,CREATE UNIQUE INDEX t_importacion_descartables_job_pkey ON sch_facturador.t_importacion_descartables_job USING btree (id)
sch_facturador,t_importacion_descartables_job_parametros,pk_importacion_descartables_job_parametros,CREATE UNIQUE INDEX pk_importacion_descartables_job_parametros ON sch_facturador.t_importacion_descartables_job_parametros USING btree (id)
sch_facturador,t_importacion_tarifario_job,t_importacion_tarifario_job_id_key,CREATE UNIQUE INDEX t_importacion_tarifario_job_id_key ON sch_facturador.t_importacion_tarifario_job USING btree (job_id)
sch_facturador,t_importacion_tarifario_job,t_importacion_tarifario_job_pkey,CREATE UNIQUE INDEX t_importacion_tarifario_job_pkey ON sch_facturador.t_importacion_tarifario_job USING btree (id)
sch_facturador,t_importacion_tarifario_job_parametros,pk_importacion_tarifario,CREATE UNIQUE INDEX pk_importacion_tarifario ON sch_facturador.t_importacion_tarifario_job_parametros USING btree (id)
sch_facturador,t_metodos_registro,pk_metodo_registro_id,CREATE UNIQUE INDEX pk_metodo_registro_id ON sch_facturador.t_metodos_registro USING btree (id)
sch_facturador,t_modulos_prestaciones_procesamientos,idx_t_modulos_prestaciones_procesamientos,"CREATE INDEX idx_t_modulos_prestaciones_procesamientos ON sch_facturador.t_modulos_prestaciones_procesamientos USING btree (id_lote, id_episodio, id_prestacion_referencia)"
sch_facturador,t_modulos_prestaciones_procesamientos,pk_t_modulos_prestaciones_procesamientos_id,CREATE UNIQUE INDEX pk_t_modulos_prestaciones_procesamientos_id ON sch_facturador.t_modulos_prestaciones_procesamientos USING btree (id)
sch_facturador,t_modulos_prestaciones_procesamientos,uk_t_modulos_prestaciones_procesamientos_id_prestacion_episodio,"CREATE UNIQUE INDEX uk_t_modulos_prestaciones_procesamientos_id_prestacion_episodio ON sch_facturador.t_modulos_prestaciones_procesamientos USING btree (id_lote, id_prestacion_episodio)"
sch_facturador,t_modulos_procesamientos,idx_t_modulos_procesamientos,"CREATE INDEX idx_t_modulos_procesamientos ON sch_facturador.t_modulos_procesamientos USING btree (id_lote, id_episodio, id_modulo)"
sch_facturador,t_modulos_procesamientos,uk_t_modulos_procesamientos_id_prestacion_episodio,"CREATE UNIQUE INDEX uk_t_modulos_procesamientos_id_prestacion_episodio ON sch_facturador.t_modulos_procesamientos USING btree (id_lote, id_prestacion_episodio)"
sch_facturador,t_pacientes,pk_pacientes_id,CREATE UNIQUE INDEX pk_pacientes_id ON sch_facturador.t_pacientes USING btree (id)
sch_facturador,t_pacientes,uq_tipo_documento_documento_fecha,"CREATE UNIQUE INDEX uq_tipo_documento_documento_fecha ON sch_facturador.t_pacientes USING btree (id_tipo_documento, nro_documento, fecha_nacimiento)"
sch_facturador,t_pases,idx_t_pases_metodo_fecha_migracion,"CREATE INDEX idx_t_pases_metodo_fecha_migracion ON sch_facturador.t_pases USING btree (id_metodo_registro, fecha_migracion)"
sch_facturador,t_pases,pk_pase_id,CREATE UNIQUE INDEX pk_pase_id ON sch_facturador.t_pases USING btree (id)
sch_facturador,t_prefacturas,pk_prefacturas_id,CREATE UNIQUE INDEX pk_prefacturas_id ON sch_facturador.t_prefacturas USING btree (id)
sch_facturador,t_prefacturas_conceptos,pk_prefacturas_conceptos_id,CREATE UNIQUE INDEX pk_prefacturas_conceptos_id ON sch_facturador.t_prefacturas_conceptos USING btree (id)
sch_facturador,t_prestaciones,pk_prestaciones_id,CREATE UNIQUE INDEX pk_prestaciones_id ON sch_facturador.t_prestaciones USING btree (id)
sch_facturador,t_prestaciones,uk_prestaciones_cod_nomen_fec_vig_fin,"CREATE UNIQUE INDEX uk_prestaciones_cod_nomen_fec_vig_fin ON sch_facturador.t_prestaciones USING btree (codigo, id_nomenclador, fecha_vigencia_fin)"
sch_facturador,t_prestaciones_conceptos_facturables,pk_prestacion_concepto_facturable_id,CREATE UNIQUE INDEX pk_prestacion_concepto_facturable_id ON sch_facturador.t_prestaciones_conceptos_facturables USING btree (id)
sch_facturador,t_prestaciones_episodios,idx_prestaciones_episodios_id_episodio_general,CREATE INDEX idx_prestaciones_episodios_id_episodio_general ON sch_facturador.t_prestaciones_episodios USING btree (id_episodio_general)
sch_facturador,t_prestaciones_episodios,idx_t_prestaciones_episodios_metodo_fecha_migracion,"CREATE INDEX idx_t_prestaciones_episodios_metodo_fecha_migracion ON sch_facturador.t_prestaciones_episodios USING btree (id_metodo_registro, fecha_migracion)"
sch_facturador,t_prestaciones_episodios,pk_prestaciones_episodios_id,CREATE UNIQUE INDEX pk_prestaciones_episodios_id ON sch_facturador.t_prestaciones_episodios USING btree (id)
sch_facturador,t_prestaciones_episodios_generales_estados,pk_prestacion_episodio_general_estado_id,CREATE UNIQUE INDEX pk_prestacion_episodio_general_estado_id ON sch_facturador.t_prestaciones_episodios_generales_estados USING btree (id)
sch_facturador,t_prestaciones_episodios_homologadas,pk_prestacion_homologada_id,CREATE UNIQUE INDEX pk_prestacion_homologada_id ON sch_facturador.t_prestaciones_episodios_homologadas USING btree (id)
sch_facturador,t_procesamientos,pk_procesamientos_id,CREATE UNIQUE INDEX pk_procesamientos_id ON sch_facturador.t_procesamientos USING btree (id)
sch_facturador,t_procesamientos,uk_procesamientos_id_prestacion_episodio,"CREATE UNIQUE INDEX uk_procesamientos_id_prestacion_episodio ON sch_facturador.t_procesamientos USING btree (id_lote, id_prestacion_episodio)"
sch_facturador,t_procesos,pk_procesos_id,CREATE UNIQUE INDEX pk_procesos_id ON sch_facturador.t_procesos USING btree (id)
sch_facturador,t_profesionales,pk_profesionales_id,CREATE UNIQUE INDEX pk_profesionales_id ON sch_facturador.t_profesionales USING btree (id)
sch_facturador,t_profesionales,uq_tipo_numero_documento,"CREATE UNIQUE INDEX uq_tipo_numero_documento ON sch_facturador.t_profesionales USING btree (tipo_documento_profesional, numero_documento_profesional)"
sch_facturador,t_profesionales_prestadores,pk_profesionales_prestadores_id,CREATE UNIQUE INDEX pk_profesionales_prestadores_id ON sch_facturador.t_profesionales_prestadores USING btree (id)
sch_facturador,t_profesionales_prestadores,uq_profesional_prestador,"CREATE UNIQUE INDEX uq_profesional_prestador ON sch_facturador.t_profesionales_prestadores USING btree (id_profesional, id_prestador)"
sch_facturador,t_staging_alfabeta,t_staging_alfabeta_pkey,CREATE UNIQUE INDEX t_staging_alfabeta_pkey ON sch_facturador.t_staging_alfabeta USING btree (id)
sch_facturador,t_staging_descartables_tarifarios,t_staging_descartables_tarifarios_pkey,CREATE UNIQUE INDEX t_staging_descartables_tarifarios_pkey ON sch_facturador.t_staging_descartables_tarifarios USING btree (id)
sch_facturador,t_staging_prestaciones_tarifarios,t_staging_staging_prestaciones_tarifarios_pkey,CREATE UNIQUE INDEX t_staging_staging_prestaciones_tarifarios_pkey ON sch_facturador.t_staging_prestaciones_tarifarios USING btree (id)
sch_facturador,tm_estados_episodios,pk_estados_episodios_id,CREATE UNIQUE INDEX pk_estados_episodios_id ON sch_facturador.tm_estados_episodios USING btree (id)
sch_facturador,tm_estados_facturas,pk_estado_factura_id,CREATE UNIQUE INDEX pk_estado_factura_id ON sch_facturador.tm_estados_facturas USING btree (id)
sch_facturador,tm_estados_prestaciones_episodios,pk_estados_prestaciones_episodios_id,CREATE UNIQUE INDEX pk_estados_prestaciones_episodios_id ON sch_facturador.tm_estados_prestaciones_episodios USING btree (id)
sch_facturador,tm_estados_proceso,pk_estados_proceso_id,CREATE UNIQUE INDEX pk_estados_proceso_id ON sch_facturador.tm_estados_proceso USING btree (id)
sch_facturador,tm_estados_registros_staging,pk_estados_staging_id,CREATE UNIQUE INDEX pk_estados_staging_id ON sch_facturador.tm_estados_registros_staging USING btree (id)
sch_facturador,tm_prefacturas_estados,pk_prefacturas_estados_id,CREATE UNIQUE INDEX pk_prefacturas_estados_id ON sch_facturador.tm_prefacturas_estados USING btree (id)
sch_facturador,tm_semaforos,pk_semaforo_id,CREATE UNIQUE INDEX pk_semaforo_id ON sch_facturador.tm_semaforos USING btree (id)
sch_facturador,tm_semaforos_proceso,pk_semaforos_proceso_id,CREATE UNIQUE INDEX pk_semaforos_proceso_id ON sch_facturador.tm_semaforos_proceso USING btree (id)
sch_facturador,tm_tipos_acciones_prefacturar,pk_tipo_acciones_prefacturar_id,CREATE UNIQUE INDEX pk_tipo_acciones_prefacturar_id ON sch_facturador.tm_tipos_acciones_prefacturar USING btree (id)
sch_facturador,tm_tipos_autorizaciones,pk_tipo_autorizacion_id,CREATE UNIQUE INDEX pk_tipo_autorizacion_id ON sch_facturador.tm_tipos_autorizaciones USING btree (id)
sch_facturador,tm_tipos_facturas,pk_tipo_factura_id,CREATE UNIQUE INDEX pk_tipo_factura_id ON sch_facturador.tm_tipos_facturas USING btree (id)
sch_facturador,tm_tipos_moneda,pk_tipos_moneda_id,CREATE UNIQUE INDEX pk_tipos_moneda_id ON sch_facturador.tm_tipos_moneda USING btree (id)
sch_facturador,tm_tipos_motivos,pk_tipo_motivo_id,CREATE UNIQUE INDEX pk_tipo_motivo_id ON sch_facturador.tm_tipos_motivos USING btree (id)
sch_facturador,tm_tipos_prestaciones,pk_tipos_prestaciones_id,CREATE UNIQUE INDEX pk_tipos_prestaciones_id ON sch_facturador.tm_tipos_prestaciones USING btree (id)
sch_motor_reglas,t_clasificaciones_generales,ix_clasif_generales_vigencia,"CREATE INDEX ix_clasif_generales_vigencia ON sch_motor_reglas.t_clasificaciones_generales USING btree (fecha_vigencia_inicio, fecha_vigencia_fin)"
sch_motor_reglas,t_clasificaciones_generales,t_clasificaciones_generales_pkey,CREATE UNIQUE INDEX t_clasificaciones_generales_pkey ON sch_motor_reglas.t_clasificaciones_generales USING btree (id)
sch_motor_reglas,t_clasificaciones_generales_valores,ix_clasif_valores_vigencia,"CREATE INDEX ix_clasif_valores_vigencia ON sch_motor_reglas.t_clasificaciones_generales_valores USING btree (id_clasificacion, fecha_vigencia_inicio, fecha_vigencia_fin)"
sch_motor_reglas,t_clasificaciones_generales_valores,t_clasificaciones_generales_valores_pkey,CREATE UNIQUE INDEX t_clasificaciones_generales_valores_pkey ON sch_motor_reglas.t_clasificaciones_generales_valores USING btree (id)
sch_motor_reglas,t_conjuntos,ix_conjuntos_vigencia,"CREATE INDEX ix_conjuntos_vigencia ON sch_motor_reglas.t_conjuntos USING btree (fecha_vigencia_inicio, fecha_vigencia_fin)"
sch_motor_reglas,t_conjuntos,t_conjuntos_pkey,CREATE UNIQUE INDEX t_conjuntos_pkey ON sch_motor_reglas.t_conjuntos USING btree (id)
sch_motor_reglas,t_conjuntos_entidades,ix_conj_ent_tipo_entidad,CREATE INDEX ix_conj_ent_tipo_entidad ON sch_motor_reglas.t_conjuntos_entidades USING btree (id_tipo_entidad)
sch_motor_reglas,t_conjuntos_entidades,ix_conj_ent_vigencia,"CREATE INDEX ix_conj_ent_vigencia ON sch_motor_reglas.t_conjuntos_entidades USING btree (id_conjunto, fecha_vigencia_inicio, fecha_vigencia_fin)"
sch_motor_reglas,t_conjuntos_entidades,t_conjuntos_entidades_pkey,CREATE UNIQUE INDEX t_conjuntos_entidades_pkey ON sch_motor_reglas.t_conjuntos_entidades USING btree (id)
sch_motor_reglas,t_conjuntos_reglas,ix_conj_reg_regla,CREATE INDEX ix_conj_reg_regla ON sch_motor_reglas.t_conjuntos_reglas USING btree (id_regla)
sch_motor_reglas,t_conjuntos_reglas,ix_conj_reg_vigencia,"CREATE INDEX ix_conj_reg_vigencia ON sch_motor_reglas.t_conjuntos_reglas USING btree (id_conjunto, fecha_vigencia_inicio, fecha_vigencia_fin)"
sch_motor_reglas,t_conjuntos_reglas,t_conjuntos_reglas_pkey,CREATE UNIQUE INDEX t_conjuntos_reglas_pkey ON sch_motor_reglas.t_conjuntos_reglas USING btree (id)
sch_motor_reglas,t_detalles_reglas,ix_det_reg_clasif_funcion,"CREATE INDEX ix_det_reg_clasif_funcion ON sch_motor_reglas.t_detalles_reglas USING btree (id_clasificacion_general_valor, id_funcion)"
sch_motor_reglas,t_detalles_reglas,ix_det_reg_vigencia,"CREATE INDEX ix_det_reg_vigencia ON sch_motor_reglas.t_detalles_reglas USING btree (id_regla, fecha_vigencia_inicio, fecha_vigencia_fin)"
sch_motor_reglas,t_detalles_reglas,t_detalles_reglas_pkey,CREATE UNIQUE INDEX t_detalles_reglas_pkey ON sch_motor_reglas.t_detalles_reglas USING btree (id)
sch_motor_reglas,t_reglas,ix_reglas_vigencia,"CREATE INDEX ix_reglas_vigencia ON sch_motor_reglas.t_reglas USING btree (fecha_vigencia_inicio, fecha_vigencia_fin)"
sch_motor_reglas,t_reglas,t_reglas_pkey,CREATE UNIQUE INDEX t_reglas_pkey ON sch_motor_reglas.t_reglas USING btree (id)
sch_motor_reglas,tm_funciones,tm_funciones_pkey,CREATE UNIQUE INDEX tm_funciones_pkey ON sch_motor_reglas.tm_funciones USING btree (id)
sch_motor_reglas,tm_tipos_entidades,tm_tipos_entidades_pkey,CREATE UNIQUE INDEX tm_tipos_entidades_pkey ON sch_motor_reglas.tm_tipos_entidades USING btree (id)
